0	5.9
1	6
2	6.1
3	6.4
4	6.5
5	6.7
6	6.8
7	6.9
8	7.1
9	7.2
10	7.3
11	7.3
12	7.4
13	7.5
14	7.5
15	7.7
16	7.7
17	7.7
18	7.79999
19	7.89999
20	7.99999
21	8.09999
22	8.09999
23	8.2
24	8.2
25	8.2
26	8.2
27	8.3
28	8.4
29	8.4
30	8.5
31	8.5
32	8.6
33	8.6
34	8.6
35	8.7
36	8.9
37	8.9
38	8.9
39	9
40	9
41	9
42	9
43	9
44	9
45	9
46	9
47	9.1
48	9.1
49	9.1
50	9.3
51	9.3
52	9.3
53	9.4
54	9.4
55	9.4
56	9.5
57	9.5
58	9.6
59	9.7
60	9.7
61	9.8
62	9.8
63	9.8
64	9.8
65	9.9
66	9.9
67	9.9
68	10
69	10
70	10
71	10
72	10.1
73	10.1
74	10.1
75	10.1
76	10.2
77	10.2
78	10.3
79	10.3
80	10.3
81	10.4
82	10.4
83	10.4
84	10.5
85	10.5
86	10.5
87	10.5
88	10.5
89	10.5
90	10.6
91	10.6
92	10.6
93	10.7
94	10.7
95	10.7
96	10.7
97	10.7
98	10.7
99	10.8
100	10.8
101	10.8
102	10.8
103	10.9
104	10.9
105	10.9
106	10.9
107	10.9
108	10.9
109	10.9
110	11
111	11
112	11
113	11.1
114	11.1
115	11.1
116	11.1
117	11.1
118	11.1
119	11.1
120	11.1
121	11.2
122	11.2
123	11.3
124	11.3
125	11.3
126	11.3
127	11.3
128	11.3
129	11.3
130	11.3
131	11.3
132	11.3
133	11.4
134	11.4
135	11.4
136	11.4
137	11.4
138	11.5
139	11.5
140	11.5
141	11.5
142	11.5
143	11.6
144	11.6
145	11.6
146	11.6
147	11.6
148	11.6
149	11.6
150	11.7
151	11.7
152	11.7
153	11.7
154	11.7
155	11.7
156	11.7
157	11.7
158	11.8
159	11.8
160	11.8
161	11.8
162	11.8
163	11.8
164	11.9
165	11.9
166	11.9
167	11.9
168	12
169	12
170	12
171	12
172	12
173	12
174	12
175	12
176	12
177	12
178	12
179	12
180	12.1
181	12.1
182	12.1
183	12.1
184	12.1
185	12.2
186	12.2
187	12.2
188	12.2
189	12.2
190	12.3
191	12.3
192	12.3
193	12.3
194	12.3
195	12.3
196	12.3
197	12.3
198	12.4
199	12.4
200	12.4
201	12.4
202	12.4
203	12.4
204	12.5
205	12.5
206	12.5
207	12.5
208	12.5
209	12.5
210	12.5
211	12.5
212	12.6
213	12.6
214	12.6
215	12.6
